siren,adresse_ligne1,adresse_ligne2,adresse_ligne3,adress_nettoyee,adresse_regex
540010881,Angle 6 Rue des Frères Charmes,,Et du Cours Monthyon,ANGLE 6 RUE DES FRERES CHARMES  ET DU COURS MONTHYON,ANGLE$|FRERES$|CHARMES$|MONTHYON$
853574044,2 bis  Voie Bayard,,,2 BIS  VOIE BAYARD  ,VOIE$|BAYARD$
521861781,,le Village,, LE VILLAGE ,
381965839,115 rue Saint-Dominique,,,115 RUE SAINT DOMINIQUE  ,SAINT$|DOMINIQUE$
632013025,14 Place DE FRANCE,,,14 PLACE DE FRANCE  ,FRANCE$
818527996,,2 avenue de la Liberté,, 2 AVENUE DE LA LIBERTE ,LIBERTE$
752738872,92 rue de Charenton,,,92 RUE DE CHARENTON  ,CHARENTON$
807501929,,15 Rue des Frères Lumière,, 15 RUE DES FRERES LUMIERE ,FRERES$|LUMIERE$
410383475,42 rue de la Bassée,,,42 RUE DE LA BASSEE  ,BASSEE$
387509755,17 Rue FRANCIS DU PRESSENSE, ZAC DU CORNILLON,,17 RUE FRANCIS DU PRESSENSE  ZAC DU CORNILLON ,FRANCIS$|PRESSENSE$|ZAC$|CORNILLON$
531212942,,12 rue de Cour,, 12 RUE DE COUR ,COUR$
328579347,,Ferme de la Rouge,, FERME DE LA ROUGE ,FERME$|ROUGE$
878476613,28 Allée Françoise Sagan,,,28 ALLEE FRANCOISE SAGAN  ,ALLEE$|FRANCOISE$|SAGAN$
850157108,,21 rue du Moulin,, 21 RUE DU MOULIN ,MOULIN$
318055274,,19 rue de la Petite Bilange,, 19 RUE DE LA PETITE BILANGE ,PETITE$|BILANGE$
348749326,,6 Place des Jacobins,, 6 PLACE DES JACOBINS ,JACOBINS$
839660479,32 Cours Xavier Arnozan,,,32 COURS XAVIER ARNOZAN  ,XAVIER$|ARNOZAN$
384698528,10 Rue PAUL DELINGE,,,10 RUE PAUL DELINGE  ,PAUL$|DELINGE$
834679078,,106-110 Avenue Jean Jaurès,, 106 110 AVENUE JEAN JAURES ,JEAN$|JAURES$
831891007,27 Boulevard de l'Ariane, c/o NOVAFFAIRES,,27 BOULEVARD DE L ARIANE  C O NOVAFFAIRES ,ARIANE$|NOVAFFAIRES$
804001220,,26 Boulevard Traverse du Vllage,, 26 BOULEVARD TRAVERSE DU VLLAGE ,VLLAGE$
833726649,11 Rue Ambroise Paré,,,11 RUE AMBROISE PARE  ,AMBROISE$|PARE$
813011368,4 Rue QUETIGNY,,,4 RUE QUETIGNY  ,QUETIGNY$
832669493,2 rue Saint Etienne,,,2 RUE SAINT ETIENNE  ,SAINT$|ETIENNE$
848826632,33 Rue DE LA PALUD, ETAGE 3,,33 RUE DE LA PALUD  ETAGE 3 ,PALUD$|ETAGE$
848084877,13 Avenue du Général de Gaulle,,,13 AVENUE DU GENERAL DE GAULLE  ,GENERAL$|GAULLE$
813204492,,2 Rue du Marché,, 2 RUE DU MARCHE ,
530604180,,1 bis Chemin de Rochasson,, 1 BIS CHEMIN DE ROCHASSON ,ROCHASSON$
830162350,,59 B Rue Vimaine,, 59 B RUE VIMAINE ,VIMAINE$
63716476,MITRE EC OLES ," DT : ROUTE DE CHATEU GOMBERT, ST",,MITRE EC OLES   DT   ROUTE DE CHATEU GOMBERT  ST ,MITRE$|EC$|OLES$|DT$|CHATEU$|GOMBERT$|ST$
832454862,1 B Chemin de Ceyrat, Montplaisir,,1 B CHEMIN DE CEYRAT  MONTPLAISIR ,CEYRAT$|MONTPLAISIR$
531456689,,134 boulevard de Strasbourg,, 134 BOULEVARD DE STRASBOURG ,STRASBOURG$
488486598,,Les Mazés de Beaumel,, LES MAZES DE BEAUMEL ,MAZES$|BEAUMEL$
753459882,38 rue Ramey,,,38 RUE RAMEY  ,RAMEY$
520580242,,13 Rue Jean Bart,, 13 RUE JEAN BART ,JEAN$|BART$
823855481,,11 Impasse des Pianious,, 11 IMPASSE DES PIANIOUS ,PIANIOUS$
848617197,16 Rue des Cerisiers,,,16 RUE DES CERISIERS  ,CERISIERS$
513862664,15 rue de Turbigo,,,15 RUE DE TURBIGO  ,TURBIGO$
351861828,,65 rue Clémenceau,, 65 RUE CLEMENCEAU ,CLEMENCEAU$
513533265,avenue Maréchal de Lattre de Tassigny Galerie marchande centre Leclerc,,,AVENUE MARECHAL DE LATTRE DE TASSIGNY GALERIE MARCHANDE CENTRE LECLERC  ,MARECHAL$|LATTRE$|TASSIGNY$|GALERIE$|MARCHANDE$|CENTRE$|LECLERC$
828211730,46 rue Guersant,,,46 RUE GUERSANT  ,GUERSANT$
450151543,144 boulevard Pereire,,,144 BOULEVARD PEREIRE  ,PEREIRE$
825069750,11 rue Henri Pape,,,11 RUE HENRI PAPE  ,HENRI$|PAPE$
789812989,54 avenue Philippe-Auguste,,,54 AVENUE PHILIPPE AUGUSTE  ,PHILIPPE$|AUGUSTE$
840554844,,7 Place Colbert,, 7 PLACE COLBERT ,COLBERT$
428611719,,la Croix du Houx,route de Saint-Filgent, LA CROIX DU HOUX ROUTE DE SAINT FILGENT,CROIX$|HOUX$|SAINT$|FILGENT$
854075272,14 Résidence de la Vallee des ANGES,,,14 RESIDENCE DE LA VALLEE DES ANGES  ,VALLEE$|ANGES$
791768534,91 rue du Faubourg Saint-Honoré,,,91 RUE DU FAUBOURG SAINT HONORE  ,SAINT$|HONORE$
824566996,20 rue Le Peletier,,,20 RUE LE PELETIER  ,PELETIER$
480892256,,rue Georges Sand,, RUE GEORGES SAND ,GEORGES$|SAND$
851886432, Lotissement  L'Estelle, Villa numéro 7,, LOTISSEMENT  L ESTELLE  VILLA NUMERO 7 ,ESTELLE$|NUMERO$
407797653,13 Rue de Maubuisson,,,13 RUE DE MAUBUISSON  ,MAUBUISSON$
392197612,,,,  ,
530607928,70 Chemin de la Pierre du Roy,,,70 CHEMIN DE LA PIERRE DU ROY  ,PIERRE$|ROY$
478889330,9T Rue Carnot,,,9T RUE CARNOT  ,CARNOT$
834687535,,105 rue Bernard Chochoy,, 105 RUE BERNARD CHOCHOY ,BERNARD$|CHOCHOY$
839517356,14-16 Rue DES GRILLES,,,14 16 RUE DES GRILLES  ,GRILLES$
832052690,12 rue des Trois Frères,,,12 RUE DES TROIS FRERES  ,TROIS$|FRERES$
480027259,,52 route Prat Ar Guip,, 52 ROUTE PRAT AR GUIP ,PRAT$|AR$|GUIP$
814260253,21 rue du General Leclerc,,,21 RUE DU GENERAL LECLERC  ,GENERAL$|LECLERC$
848605614,Quartier de l'Eglise,,,QUARTIER DE L EGLISE  ,EGLISE$
328233952,,rue de la Gare,, RUE DE LA GARE ,GARE$
797587185,,226B avenue Jean Jaurès,, 226B AVENUE JEAN JAURES ,JEAN$|JAURES$
729201681,,22 QUAI DES LANCONNIERS,, 22 QUAI DES LANCONNIERS ,LANCONNIERS$
800455933,6 Avenue du Maréchal Foch,,,6 AVENUE DU MARECHAL FOCH  ,MARECHAL$|FOCH$
829453208,107 Quai du Docteur Dervaux,,,107 QUAI DU DOCTEUR DERVAUX  ,DOCTEUR$|DERVAUX$
533011144,,Centre commercial Saint-Sever,, CENTRE COMMERCIAL SAINT SEVER ,CENTRE$|COMMERCIAL$|SAINT$|SEVER$
450306824,"route de Sequedin Centre Commercial ""Auchan""",,,ROUTE DE SEQUEDIN CENTRE COMMERCIAL  AUCHAN   ,SEQUEDIN$|CENTRE$|COMMERCIAL$|AUCHAN$
504463373,,120 Rue Bugeaud,, 120 RUE BUGEAUD ,BUGEAUD$
444655070,172 rue Saint-Denis,,,172 RUE SAINT DENIS  ,SAINT$|DENIS$
307736967,ES  , C/O ENSIAA 1 AVENUE DES OLYMPIAD,,ES    C O ENSIAA 1 AVENUE DES OLYMPIAD ,ENSIAA$|OLYMPIAD$
342191566,,route de Pau,, ROUTE DE PAU ,PAU$
830534889,2 Rue de la Libération,,,2 RUE DE LA LIBERATION  ,LIBERATION$
842492944,37 Avenue Des Mimosas, Plan du Bois,,37 AVENUE DES MIMOSAS  PLAN DU BOIS ,MIMOSAS$|PLAN$|BOIS$
840279087,48 Boulevard Fifi Turin,,,48 BOULEVARD FIFI TURIN  ,FIFI$|TURIN$
449170000,,10 RUE DES BRUYERES,, 10 RUE DES BRUYERES ,BRUYERES$
513627638,,325 Chemin de la Chapelle,Le Plan Chartier - Virieu, 325 CHEMIN DE LA CHAPELLE LE PLAN CHARTIER   VIRIEU,CHAPELLE$|PLAN$|CHARTIER$|VIRIEU$
444206007,2 villa des Roses,,,2 VILLA DES ROSES  ,ROSES$
844072017,,11 Route des 3 Ponts,, 11 ROUTE DES 3 PONTS ,PONTS$
845270388,142 boulevard de Ménilmontant,,,142 BOULEVARD DE MENILMONTANT  ,MENILMONTANT$
828719468,14 rue Charles V,,,14 RUE CHARLES V  ,CHARLES$
877938332,9 villa Gaudelet,,,9 VILLA GAUDELET  ,GAUDELET$
844332171,13/15 Avenue Marcel Dassault,,,13 15 AVENUE MARCEL DASSAULT  ,MARCEL$|DASSAULT$
317992667,  Mairie,,,  MAIRIE  ,MAIRIE$
444681522,,"LES HAUTS DE TREMOURIES, IMPASSE DU RUISSEAU",, LES HAUTS DE TREMOURIES  IMPASSE DU RUISSEAU ,HAUTS$|TREMOURIES$|RUISSEAU$
809136997,8 Avenue Pauliani,,Bâtiment D,8 AVENUE PAULIANI  BATIMENT D,PAULIANI$|BATIMENT$
494678709,,2 Rue Jean Catelas,, 2 RUE JEAN CATELAS ,JEAN$|CATELAS$
540000247,,2 rue Jacques Goddet,Zone Industrielle Nord, 2 RUE JACQUES GODDET ZONE INDUSTRIELLE NORD,JACQUES$|GODDET$|ZONE$|INDUSTRIELLE$|NORD$
819952326,30 Rue Salvador Allende,,,30 RUE SALVADOR ALLENDE  ,SALVADOR$|ALLENDE$
815230875,36 Rue de Lepante,,,36 RUE DE LEPANTE  ,LEPANTE$
841348618,33 Rue Georges Ducerf,,,33 RUE GEORGES DUCERF  ,GEORGES$|DUCERF$
538074741,,24 rue du Mont,, 24 RUE DU MONT ,MONT$
879781615,,491 Avenue Marceau,, 491 AVENUE MARCEAU ,MARCEAU$
481230639,140 Rue LOUBON,,,140 RUE LOUBON  ,LOUBON$
642016166,,Lieu Dit l'Eouviere,, LIEU DIT L EOUVIERE ,LIEU$|DIT$|EOUVIERE$
842622441,la Cité,2 Rue du Comte Roger,,LA CITE 2 RUE DU COMTE ROGER ,COMTE$|ROGER$
841171218,56 Avenue du Général De Gaulle,,,56 AVENUE DU GENERAL DE GAULLE  ,GENERAL$|GAULLE$
482050283,,33 AV. PERIGUEUX,, 33 AV  PERIGUEUX ,AV$|PERIGUEUX$
841086150,125 avenue des Champs-Élysées,,,125 AVENUE DES CHAMPS ELYSEES  ,CHAMPS$|ELYSEES$
438575607,,rue envers de valeines,, RUE ENVERS DE VALEINES ,ENVERS$|VALEINES$
843007782,,99 avenue Baudin,, 99 AVENUE BAUDIN ,BAUDIN$
817973357,49 Route de Bordeaux,,,49 ROUTE DE BORDEAUX  ,BORDEAUX$
494313430,,1 place Saint-Michel,, 1 PLACE SAINT MICHEL ,SAINT$|MICHEL$
484218839,,42 le beau lieu,le Fosse, 42 LE BEAU LIEU LE FOSSE,BEAU$|LIEU$|FOSSE$
790793426,77 rue du Faubourg Saint-Jacques,,,77 RUE DU FAUBOURG SAINT JACQUES  ,SAINT$|JACQUES$
853595973,68 Chemin de la Madeleine,,,68 CHEMIN DE LA MADELEINE  ,MADELEINE$
337496863,,Z A.C VILLE AUVRAY - RUE AMPERE,PORDIC, Z A C VILLE AUVRAY   RUE AMPERE PORDIC,VILLE$|AUVRAY$|AMPERE$|PORDIC$
477627681,,13 RUE DE CREACH JOLY,, 13 RUE DE CREACH JOLY ,CREACH$|JOLY$
788868362,37 Avenue Georges Clémenceau, Le Neptune,,37 AVENUE GEORGES CLEMENCEAU  LE NEPTUNE ,GEORGES$|CLEMENCEAU$|NEPTUNE$
852786029,Ccas,9 place Charles de Gaulle,,CCAS 9 PLACE CHARLES DE GAULLE ,CCAS$|CHARLES$|GAULLE$
829078070,,3 Cours Notre Dame,, 3 COURS NOTRE DAME ,DAME$
519533277,817 Chemin des Campelières,,,817 CHEMIN DES CAMPELIERES  ,CAMPELIERES$
794285759,6 rue de Lota,,,6 RUE DE LOTA  ,LOTA$
533914370,30 avenue George V,,,30 AVENUE GEORGE V  ,GEORGE$
878345412,,126 chemin de la Quinine,Quartier Crozette, 126 CHEMIN DE LA QUININE QUARTIER CROZETTE,QUININE$|CROZETTE$
341816064,,Centre Commercial Saint-jacques - avenue Général de Gaulle,, CENTRE COMMERCIAL SAINT JACQUES   AVENUE GENERAL DE GAULLE ,CENTRE$|COMMERCIAL$|SAINT$|JACQUES$|GENERAL$|GAULLE$
799781372,,150 boulevard Foch,, 150 BOULEVARD FOCH ,FOCH$
321409468,,23 Quai Jean Moulin,, 23 QUAI JEAN MOULIN ,JEAN$|MOULIN$
440264299,10 rue de la Pépinière,,,10 RUE DE LA PEPINIERE  ,PEPINIERE$
834592255,,680 chemin de la Tubasse,, 680 CHEMIN DE LA TUBASSE ,TUBASSE$
392236642,119 BIS Rue DE COLOMBES,,,119 BIS RUE DE COLOMBES  ,COLOMBES$
518816772,37 Rue du Chemin Vert, app 415,,37 RUE DU CHEMIN VERT  APP 415 ,VERT$|APP$
833744725,1 boulevard Haussmann,,,1 BOULEVARD HAUSSMANN  ,HAUSSMANN$
495407041,11 Avenue du Maréchal Leclerc,,,11 AVENUE DU MARECHAL LECLERC  ,MARECHAL$|LECLERC$
328925367,25 Rue Saint-Melaine,,,25 RUE SAINT MELAINE  ,SAINT$|MELAINE$
829320100,,67 Rue Coste,, 67 RUE COSTE ,COSTE$
498215185,Zi N,4 rue du President Delame Lelievre,,ZI N 4 RUE DU PRESIDENT DELAME LELIEVRE ,ZI$|PRESIDENT$|DELAME$|LELIEVRE$
839487964,,17 rue des Hameaux de Bouzigues,, 17 RUE DES HAMEAUX DE BOUZIGUES ,HAMEAUX$|BOUZIGUES$
829932524,8 Allée des Marronniers,,,8 ALLEE DES MARRONNIERS  ,ALLEE$|MARRONNIERS$
843980400,87 Avenue Bougnard,,,87 AVENUE BOUGNARD  ,BOUGNARD$
848542825,3 Rue Jules Verne,,,3 RUE JULES VERNE  ,JULES$|VERNE$
419603899,,Les olmes,, LES OLMES ,OLMES$
844768374,,9 allée des Perdrix,la Verte Vallée, 9 ALLEE DES PERDRIX LA VERTE VALLEE,ALLEE$|PERDRIX$|VERTE$|VALLEE$
803025162,,26 Rue Sala,, 26 RUE SALA ,SALA$
407906551,C/o Guy Crouin,3 square du Roule,,C O GUY CROUIN 3 SQUARE DU ROULE ,GUY$|CROUIN$|ROULE$
428955116, Avenue MAURICE UTRILLO,,COLLINE DES ARTS, AVENUE MAURICE UTRILLO  COLLINE DES ARTS,MAURICE$|UTRILLO$|COLLINE$|ARTS$
802705939,6  LES DIX ARPENTS OCRES,,,6  LES DIX ARPENTS OCRES  ,DIX$|ARPENTS$|OCRES$
485330518,,ZA Dardenne,, ZA DARDENNE ,ZA$|DARDENNE$
347738676,3 Rue DU VAR,,,3 RUE DU VAR  ,VAR$
830092383,,3 rue Antoine,, 3 RUE ANTOINE ,ANTOINE$
844923136,13 Avenue Talma,,,13 AVENUE TALMA  ,TALMA$
838327849,,208 rue Droite,, 208 RUE DROITE ,DROITE$
822194916,,place du 19 Mars 1962,, PLACE DU 19 MARS 1962 ,MARS$
819818832,,20 rue Adrien Michel,, 20 RUE ADRIEN MICHEL ,ADRIEN$|MICHEL$
481693000,2 Rue DES POIRIERS REAUX,,,2 RUE DES POIRIERS REAUX  ,POIRIERS$|REAUX$
819748955,,7 Grand rue,, 7 GRAND RUE ,GRAND$
784090870,,route de Douai,, ROUTE DE DOUAI ,DOUAI$
834357790,,14 Rue Notre Dame,, 14 RUE NOTRE DAME ,DAME$
828978247,,22 Rue de la Valeche,Chevry, 22 RUE DE LA VALECHE CHEVRY,VALECHE$|CHEVRY$
838159770,,3 rue Castor,, 3 RUE CASTOR ,CASTOR$
844903732,5 Avenue du Maréchal Leclerc,,,5 AVENUE DU MARECHAL LECLERC  ,MARECHAL$|LECLERC$
534126313,,lieu-dit la Folie,, LIEU DIT LA FOLIE ,LIEU$|DIT$|FOLIE$
487793002,,"C/O MAITRE MONDOLONI, DIAMANT I, PLACE DE GAULLE 2",, C O MAITRE MONDOLONI  DIAMANT I  PLACE DE GAULLE 2 ,MAITRE$|MONDOLONI$|DIAMANT$|GAULLE$
521989244,,2 CHE. de la Chaume-Marange,, 2 CHE  DE LA CHAUME MARANGE ,CHE$|CHAUME$|MARANGE$
499045136,7 Place Copernic,,,7 PLACE COPERNIC  ,COPERNIC$
509306528,32 rue de Picpus,50 rue des Haies,,32 RUE DE PICPUS 50 RUE DES HAIES ,PICPUS$|HAIES$
810517367,225-227 rue Saint-Denis,,,225 227 RUE SAINT DENIS  ,SAINT$|DENIS$
812941359,,Kerveil,, KERVEIL ,KERVEIL$
879953131,,84 rue Maurice Béjart,, 84 RUE MAURICE BEJART ,MAURICE$|BEJART$
321458473,51 Rue Robespierre,,,51 RUE ROBESPIERRE  ,ROBESPIERRE$
412284036,122 rue de Ménilmontant,,,122 RUE DE MENILMONTANT  ,MENILMONTANT$
313608804,102 Rue DU CHATEAU,,,102 RUE DU CHATEAU  ,CHATEAU$
843146598,67 boulevard de Courcelles,,,67 BOULEVARD DE COURCELLES  ,COURCELLES$
494279607,,256 Rue Francis de Pressensé,, 256 RUE FRANCIS DE PRESSENSE ,FRANCIS$|PRESSENSE$
823913132,,95 Cours Lafayette,, 95 COURS LAFAYETTE ,LAFAYETTE$
847936671,17 rue Cernuschi,,,17 RUE CERNUSCHI  ,CERNUSCHI$
847968138,4 Rue Gué Pucelle,,,4 RUE GUE PUCELLE  ,GUE$|PUCELLE$
818781502,4 Rue du 18 Juin 1940,,,4 RUE DU 18 JUIN 1940  ,JUIN$
823099924,,1 Rue Duquesne,, 1 RUE DUQUESNE ,DUQUESNE$
844765974,,540 avenue André Léotard,, 540 AVENUE ANDRE LEOTARD ,ANDRE$|LEOTARD$
814727335,59 Rue des Frères Bruhier,,,59 RUE DES FRERES BRUHIER  ,FRERES$|BRUHIER$
810792515,,38 Quai de France,, 38 QUAI DE FRANCE ,FRANCE$
508413317,4 Rue de la Garenne,,,4 RUE DE LA GARENNE  ,GARENNE$
792032484,,3 rue de la Lampe,, 3 RUE DE LA LAMPE ,LAMPE$
833825185,,1118 Quartier du Grand Parc,, 1118 QUARTIER DU GRAND PARC ,GRAND$|PARC$
479489841,,25 avenue de la république,, 25 AVENUE DE LA REPUBLIQUE ,REPUBLIQUE$
811908789,85 bis Route de Grigny,,,85 BIS ROUTE DE GRIGNY  ,GRIGNY$
750100109,,6C rue de la Bauge,, 6C RUE DE LA BAUGE ,BAUGE$
839584018,,Fontaine des Naïades,Chez M Et Mme Malivel Nicolas, FONTAINE DES NAIADES CHEZ M ET MME MALIVEL NICOLAS,FONTAINE$|NAIADES$|CHEZ$|MME$|MALIVEL$|NICOLAS$
388075780,  ZI de l'Aumaillerie,,,  ZI DE L AUMAILLERIE  ,ZI$|AUMAILLERIE$
432606416,,26 rue Saint-Agnan,, 26 RUE SAINT AGNAN ,SAINT$|AGNAN$
820198745,,23 boulevard Maréchal de Lattre de Tassigny,Ay, 23 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY AY,MARECHAL$|LATTRE$|TASSIGNY$|AY$
809026909,90 Rue d'Italie,,,90 RUE D ITALIE  ,ITALIE$
428470355,189 boulevard Malesherbes,,,189 BOULEVARD MALESHERBES  ,MALESHERBES$
538617267,18 Rue Normandie,,,18 RUE NORMANDIE  ,NORMANDIE$
394377576,,6 PL. DE LA COMMANDERIE,, 6 PL  DE LA COMMANDERIE ,PL$|COMMANDERIE$
488991936,25 allée Vauban,CS 50068,,25 ALLEE VAUBAN CS 50068 ,ALLEE$|VAUBAN$|CS$
793760554,4 Avenue Laurent Cély,,,4 AVENUE LAURENT CELY  ,LAURENT$|CELY$
513926063,23 Rue du Curé Jacquier,,,23 RUE DU CURE JACQUIER  ,CURE$|JACQUIER$
382250934,53 Rue Corbier Thiebaut,,,53 RUE CORBIER THIEBAUT  ,CORBIER$|THIEBAUT$
413959321,,30 Rue des Jacobins,, 30 RUE DES JACOBINS ,JACOBINS$
817980360,33 Rue D'Endoume,,,33 RUE D ENDOUME  ,ENDOUME$
831448964, Route de Brive, a Mulatet,, ROUTE DE BRIVE  A MULATET ,BRIVE$|MULATET$
384166047,,574 Chemin du Moulin,, 574 CHEMIN DU MOULIN ,MOULIN$
753094424,76 Boulevard Virgile Barel,,Bâtiment 1 Esc 3,76 BOULEVARD VIRGILE BAREL  BATIMENT 1 ESC 3,VIRGILE$|BAREL$|BATIMENT$|ESC$
482972478,4 Route De Castandet,,,4 ROUTE DE CASTANDET  ,CASTANDET$
825036478,,la Marcelle,route d'Albi, LA MARCELLE ROUTE D ALBI,MARCELLE$|ALBI$
522613199,,Les Faverots,, LES FAVEROTS ,FAVEROTS$
449266501,,123 chemin des Chars,, 123 CHEMIN DES CHARS ,CHARS$
839887379,,118 rue Jean-Jacques Rousseau,, 118 RUE JEAN JACQUES ROUSSEAU ,JEAN$|JACQUES$|ROUSSEAU$
412009417,,1 Chemin Du Winckle Straete,, 1 CHEMIN DU WINCKLE STRAETE ,WINCKLE$|STRAETE$
478378367,,60 rue DES FERRONNIERS,, 60 RUE DES FERRONNIERS ,FERRONNIERS$
483616165,29 Cours Montgolfier,,,29 COURS MONTGOLFIER  ,MONTGOLFIER$
844154047,,12 Rue du Béal,, 12 RUE DU BEAL ,BEAL$
532403169,22 Avenue du Bousquetier,,,22 AVENUE DU BOUSQUETIER  ,BOUSQUETIER$
841093438,123 boulevard Bessières,,,123 BOULEVARD BESSIERES  ,BESSIERES$
848667887,29 Rue Marcel Dassault,,,29 RUE MARCEL DASSAULT  ,MARCEL$|DASSAULT$
852150903,17 rue du Colisée,,,17 RUE DU COLISEE  ,COLISEE$
524228939,,5B RUE DU COMMERCE,, 5B RUE DU COMMERCE ,COMMERCE$
831312111,,12 Rue Des Moussous,, 12 RUE DES MOUSSOUS ,MOUSSOUS$
823971775,19 avenue de Messine,,,19 AVENUE DE MESSINE  ,MESSINE$
804941029,,49 Allée de l'Est,Résidence du Bois du Moulin, 49 ALLEE DE L EST RESIDENCE DU BOIS DU MOULIN,ALLEE$|BOIS$|MOULIN$
500395181,,148 rue Chalets,ZA de l'Allondon, 148 RUE CHALETS ZA DE L ALLONDON,CHALETS$|ZA$|ALLONDON$
878389071,44 Chemin DE LA FOSETTE,,,44 CHEMIN DE LA FOSETTE  ,FOSETTE$
752451450,,2 boulevard Alfred François,, 2 BOULEVARD ALFRED FRANCOIS ,ALFRED$|FRANCOIS$
827569997,  Zone Industrielle les Tranchis,,,  ZONE INDUSTRIELLE LES TRANCHIS  ,ZONE$|INDUSTRIELLE$|TRANCHIS$
490123239,2 Rue Saint Siagre,,,2 RUE SAINT SIAGRE  ,SAINT$|SIAGRE$
507645117,8 Rue des Halleverdiers,,,8 RUE DES HALLEVERDIERS  ,HALLEVERDIERS$
404864019,,2 lotissement les Tadornes,, 2 LOTISSEMENT LES TADORNES ,TADORNES$
830208583,52 rue Galande,,,52 RUE GALANDE  ,GALANDE$
527551071,1 rue de Stockholm,,,1 RUE DE STOCKHOLM  ,STOCKHOLM$
320607351,14 rue Lincoln,,,14 RUE LINCOLN  ,LINCOLN$
845014208,,Lieu dit Lagarosse,, LIEU DIT LAGAROSSE ,LIEU$|DIT$|LAGAROSSE$
423833144,147 rue de Grenelle,,,147 RUE DE GRENELLE  ,GRENELLE$
851793554,3 Parc de la Bérengère,,,3 PARC DE LA BERENGERE  ,PARC$|BERENGERE$
439787276,,LIEUDIT LE MONTAGNOL,LE BEZ, LIEUDIT LE MONTAGNOL LE BEZ,LIEUDIT$|MONTAGNOL$|BEZ$
490210192,119 avenue de Flandre,,,119 AVENUE DE FLANDRE  ,FLANDRE$
878196146,,4 rue de la Fraternité,, 4 RUE DE LA FRATERNITE ,FRATERNITE$
753935501,1  Espace des Chênes Verts,,,1  ESPACE DES CHENES VERTS  ,ESPACE$|CHENES$|VERTS$
830188868,,3 Rue Deshay,, 3 RUE DESHAY ,DESHAY$
847899333,36 Avenue de la République,,,36 AVENUE DE LA REPUBLIQUE  ,REPUBLIQUE$
843690959,29 rue de Saussure,,,29 RUE DE SAUSSURE  ,SAUSSURE$
537469629,  Galerie Marchande la Ruade,,,  GALERIE MARCHANDE LA RUADE  ,GALERIE$|MARCHANDE$|RUADE$
503937104,95 Avenue du Président Wilson,,,95 AVENUE DU PRESIDENT WILSON  ,PRESIDENT$|WILSON$
821684404,11 Rue du Rabot,,,11 RUE DU RABOT  ,RABOT$
480129238,,8 RUE DE LA CHATAIGNERAIE,, 8 RUE DE LA CHATAIGNERAIE ,CHATAIGNERAIE$
450094966,,2A rue des Farces,, 2A RUE DES FARCES ,FARCES$
841291172,,Lieudit le Petit Ruisseau,, LIEUDIT LE PETIT RUISSEAU ,LIEUDIT$|PETIT$|RUISSEAU$
861700284,place de la République,,,PLACE DE LA REPUBLIQUE  ,REPUBLIQUE$
493415517,83 Avenue Général Leclerc,,,83 AVENUE GENERAL LECLERC  ,GENERAL$|LECLERC$
505209684,,5 route de la Bretonnerie,, 5 ROUTE DE LA BRETONNERIE ,BRETONNERIE$
538929373,18 Avenue de Verdun,,,18 AVENUE DE VERDUN  ,VERDUN$
482898871,27 Rue Lamartine,,,27 RUE LAMARTINE  ,LAMARTINE$
837882133,,17 rue Victor Hugo,, 17 RUE VICTOR HUGO ,VICTOR$|HUGO$
809487721,,13 Rue Le Dormeur,Apt 26, 13 RUE LE DORMEUR APT 26,DORMEUR$|APT$
821773280,,8 rue de la Piscine,, 8 RUE DE LA PISCINE ,PISCINE$
502628225,Sans Domicile Fixe,,,SANS DOMICILE FIXE  ,SANS$|DOMICILE$|FIXE$
842761801,26 rue des Lombards,,,26 RUE DES LOMBARDS  ,LOMBARDS$
420557381,,Ld Aisy,, LD AISY ,LD$|AISY$
810056945,24 Avenue du Prado,,,24 AVENUE DU PRADO  ,PRADO$
831474465,44B quai de Jemmapes,,,44B QUAI DE JEMMAPES  ,JEMMAPES$
817659501,2 Place des Anciens Combattants,,,2 PLACE DES ANCIENS COMBATTANTS  ,ANCIENS$|COMBATTANTS$
500537808,,387 Chemin de Saint-Papoul,, 387 CHEMIN DE SAINT PAPOUL ,SAINT$|PAPOUL$
383313160,,rue du Pont,Gissey sous Flavigny, RUE DU PONT GISSEY SOUS FLAVIGNY,PONT$|GISSEY$|SOUS$|FLAVIGNY$
839841392,22 Rue DE PARIS,,,22 RUE DE PARIS  ,PARIS$
837493253,13-15 Avenue Marcel Dassault,,,13 15 AVENUE MARCEL DASSAULT  ,MARCEL$|DASSAULT$
834258741,12 Rue Victor Hugo,,,12 RUE VICTOR HUGO  ,VICTOR$|HUGO$
838941730,,4 Allée du Petit Moutchic,, 4 ALLEE DU PETIT MOUTCHIC ,ALLEE$|PETIT$|MOUTCHIC$
511779662,,4 chemin du Lodo,, 4 CHEMIN DU LODO ,LODO$
831560867,,112 Avenue Raymond Naves,, 112 AVENUE RAYMOND NAVES ,RAYMOND$|NAVES$
839657970,13 Boulevard d'Anjou,,,13 BOULEVARD D ANJOU  ,ANJOU$
800503237,,Grand Champ,, GRAND CHAMP ,GRAND$|CHAMP$
527917744,3 rue du Docteur Huart,,,3 RUE DU DOCTEUR HUART  ,DOCTEUR$|HUART$
838436525,131 Boulevard Carnot,,,131 BOULEVARD CARNOT  ,CARNOT$
451138259,,9 Rue DE MOULAINVILLE,, 9 RUE DE MOULAINVILLE ,MOULAINVILLE$
